ID Clients;Numero de compte;Identifiant operation;Type de transaction;Status operation;Localisation;Date;Montant;Target
52369;8542198;TR1OPQR8;ATM;Validé;Kaffrine;20/09/2024 15:00;8000.0;Normal
50321;85458321;TR6STUV9;Paiement électronique;Validé;Dakar;25/09/2024 10:00;10000.0;Normal
50321;85458321;TR4EFGH8;ATM;Validé;Thiès;30/09/2024 14:00;20000.0;Normal
50785;850578;TR2IJKL1;Paiement en ligne;En attente;Kolda;25/09/2024 11:00;4000.0;Normal
50785;850578;TR9PQRS5;Paiement électronique;Validé;Tambacounda;30/09/2024 13:00;25000.0;Suspect
51234;859999;TR5MNBA2;ATM;Echoué;Matam;25/09/2024 10:00;15000.0;Normal
51234;859999;TR2GHJK5;Paiement électronique;Validé;Rufisque;30/09/2024 16:00;12000.0;Suspect
52369;8542198;TR1CDFG8;Paiement en ligne;Echoué;Sédhiou;25/09/2024 12:00;8000.0;Normal
52369;8542198;TR6OPQR4;ATM;Validé;Kaffrine;30/09/2024 15:00;10000.0;Normal
50321;85458321;TR3UVWX5;Paiement électronique;Validé;Dakar;05/10/2024 10:00;12000.0;Normal
50321;85458321;TR8STUV1;ATM;Validé;Thiès;10/10/2024 14:00;25000.0;Suspect
50785;850578;TR2ABCD9;Paiement en ligne;En attente;Kolda;05/10/2024 11:00;4000.0;Normal
50785;850578;TR5PQRS8;Paiement électronique;Validé;Tambacounda;10/10/2024 13:00;10000.0;Normal
51234;859999;TR9YZAB7;ATM;Echoué;Matam;05/10/2024 10:00;15000.0;Normal
51234;859999;TR1GHJK6;Paiement électronique;Validé;Rufisque;10/10/2024 16:00;12000.0;Suspect
52369;8542198;TR4MNBA1;Paiement en ligne;Validé;Sédhiou;05/10/2024 12:00;15000.0;Normal
52369;8542198;TR2CDFG9;ATM;Validé;Kaffrine;10/10/2024 15:00;8000.0;Normal
50321;85458321;TR1OPQR7;Paiement électronique;Validé;Dakar;15/10/2024 10:00;10000.0;Normal
50321;85458321;TR6RSTU8;ATM;Validé;Thiès;20/10/2024 14:00;20000.0;Normal
50785;850578;TR3UVWX2;Paiement en ligne;En attente;Kolda;15/10/2024 11:00;4000.0;Normal
50785;850578;TR8PQRS9;Paiement électronique;Validé;Tambacounda;20/10/2024 13:00;25000.0;Suspect
51234;859999;TR5EFGH2;ATM;Echoué;Matam;15/10/2024 10:00;12000.0;Normal
51234;859999;TR2RSTU5;Paiement électronique;Validé;Rufisque;20/10/2024 16:00;10000.0;Suspect
52369;8542198;TR9CDEF8;Paiement en ligne;Echoué;Sédhiou;15/10/2024 12:00;8000.0;Normal
52369;8542198;TR1OPQR4;ATM;Validé;Kaffrine;20/10/2024 15:00;15000.0;Normal
50321;85458321;TR4JKLO5;Paiement électronique;Validé;Dakar;25/10/2024 10:00;12000.0;Normal
50321;85458321;TR2POIU1;ATM;Validé;Thiès;30/10/2024 14:00;25000.0;Suspect
50785;850578;TR8IJKL9;Paiement en ligne;En attente;Kolda;25/10/2024 11:00;4000.0;Normal
50785;850578;TR3PQRS5;Paiement électronique;Validé;Tambacounda;30/10/2024 13:00;10000.0;Normal
51234;859999;TR5MNBA8;ATM;Echoué;Matam;25/10/2024 10:00;15000.0;Normal
51234;859999;TR2GHJK1;Paiement électronique;Validé;Rufisque;30/10/2024 16:00;12000.0;Suspect
52369;8542198;TR9QWERT;Paiement en ligne;Validé;Sédhiou;25/10/2024 12:00;15000.0;Normal
52369;8542198;TR1CDFG7;ATM;Validé;Kaffrine;30/10/2024 15:00;8000.0;Normal
50321;85458321;TR6UVWX4;Paiement électronique;Validé;Dakar;05/11/2024 10:00;10000.0;Normal
50321;85458321;TR4EFGH3;ATM;Validé;Thiès;10/11/2024 14:00;20000.0;Normal
50785;850578;TR2ABCD8;Paiement en ligne;En attente;Kolda;05/11/2024 11:00;4000.0;Normal
50785;850578;TR9PQRS6;Paiement électronique;Validé;Tambacounda;10/11/2024 13:00;25000.0;Suspect
51234;859999;TR5EFGH9;ATM;Echoué;Matam;05/11/2024 10:00;15000.0;Normal
51234;859999;TR2RSTU8;Paiement électronique;Validé;Rufisque;10/11/2024 16:00;12000.0;Suspect
52369;8542198;TR1CDFG1;Paiement en ligne;Echoué;Sédhiou;05/11/2024 12:00;8000.0;Normal
52369;8542198;TR6OPQR3;ATM;Validé;Kaffrine;10/11/2024 15:00;10000.0;Normal
50321;85458321;TR3UVWX6;Paiement électronique;Validé;Dakar;15/11/2024 10:00;12000.0;Normal
50321;85458321;TR8STUV2;ATM;Validé;Thiès;20/11/2024 14:00;25000.0;Suspect
50785;850578;TR2IJKL1;Paiement en ligne;En attente;Kolda;15/11/2024 11:00;4000.0;Normal
50785;850578;TR5PQRS9;Paiement électronique;Validé;Tambacounda;20/11/2024 13:00;10000.0;Normal
51234;859999;TR9YZAB1;ATM;Echoué;Matam;15/11/2024 10:00;15000.0;Normal
51234;859999;TR1GHJK5;Paiement électronique;Validé;Rufisque;20/11/2024 16:00;12000.0;Suspect
52369;8542198;TR4MNBA7;Paiement en ligne;Validé;Sédhiou;15/11/2024 12:00;15000.0;Normal
52369;8542198;TR2CDFG8;ATM;Validé;Kaffrine;20/11/2024 15:00;8000.0;Normal
50321;85458321;TR1OPQR2;Paiement électronique;Validé;Dakar;25/11/2024 10:00;10000.0;Normal
50321;85458321;TR6RSTU9;ATM;Validé;Thiès;30/11/2024 14:00;20000.0;Normal
50785;850578;TR3UVWX5;Paiement en ligne;En attente;Kolda;25/11/2024 11:00;4000.0;Normal
50785;850578;TR8PQRS8;Paiement électronique;Validé;Tambacounda;30/11/2024 13:00;25000.0;Suspect
51234;859999;TR5EFGH1;ATM;Echoué;Matam;25/11/2024 10:00;12000.0;Normal
51234;859999;TR2RSTU4;Paiement électronique;Validé;Rufisque;30/11/2024 16:00;10000.0;Suspect
52369;8542198;TR9CDEF9;Paiement en ligne;Echoué;Sédhiou;25/11/2024 12:00;8000.0;Normal
52369;8542198;TR1OPQR1;ATM;Validé;Kaffrine;30/11/2024 15:00;15000.0;Normal
50321;85458321;TR4JKLO4;Paiement électronique;Validé;Dakar;05/12/2024 10:00;12000.0;Normal
50321;85458321;TR2POIU8;ATM;Validé;Thiès;10/12/2024 14:00;25000.0;Suspect
50785;850578;TR8IJKL2;Paiement en ligne;En attente;Kolda;05/12/2024 11:00;4000.0;Normal
50785;850578;TR3PQRS4;Paiement électronique;Validé;Tambacounda;10/12/2024 13:00;10000.0;Normal
51234;859999;TR5MNBA9;ATM;Echoué;Matam;05/12/2024 10:00;15000.0;Normal
51234;859999;TR2GHJK2;Paiement électronique;Validé;Rufisque;10/12/2024 16:00;12000.0;Suspect
52369;8542198;TR9QWERT;Paiement en ligne;Validé;Sédhiou;05/12/2024 12:00;15000.0;Normal
52369;8542198;TR1CDFG6;ATM;Validé;Kaffrine;10/12/2024 15:00;8000.0;Normal
50321;85458321;TR6UVWX3;Paiement électronique;Validé;Dakar;15/12/2024 10:00;10000.0;Normal
50321;85458321;TR4EFGH2;ATM;Validé;Thiès;20/12/2024 14:00;20000.0;Normal
50785;850578;TR2ABCD1;Paiement en ligne;En attente;Kolda;15/12/2024 11:00;4000.0;Normal
50785;850578;TR9PQRS3;Paiement électronique;Validé;Tambacounda;20/12/2024 13:00;25000.0;Suspect
51234;859999;TR5EFGH8;ATM;Echoué;Matam;15/12/2024 10:00;12000.0;Normal
51234;859999;TR2RSTU1;Paiement électronique;Validé;Rufisque;20/12/2024 16:00;10000.0;Suspect
52369;8542198;TR1CDFG5;Paiement en ligne;Echoué;Sédhiou;15/12/2024 12:00;8000.0;Normal
52369;8542198;TR6OPQR2;ATM;Validé;Kaffrine;20/12/2024 15:00;15000.0;Normal
50321;85458321;TR3UVWX9;Paiement électronique;Validé;Dakar;25/12/2024 10:00;12000.0;Normal
50321;85458321;TR8STUV8;ATM;Validé;Thiès;30/12/2024 14:00;25000.0;Suspect
50785;850578;TR2IJKL9;Paiement en ligne;En attente;Kolda;25/12/2024 11:00;4000.0;Normal
50785;850578;TR5PQRS1;Paiement électronique;Validé;Tambacounda;30/12/2024 13:00;10000.0;Normal
51234;859999;TR9YZAB4;ATM;Echoué;Matam;25/12/2024 10:00;15000.0;Normal
51234;859999;TR1GHJK1;Paiement électronique;Validé;Rufisque;30/12/2024 16:00;12000.0;Suspect
52369;8542198;TR4MNBA6;Paiement en ligne;Validé;Sédhiou;25/12/2024 12:00;15000.0;Normal
52369;8542198;TR2CDFG4;ATM;Validé;Kaffrine;30/12/2024 15:00;8000.0;Normal
50321;85458321;TR1OPQR9;Paiement électronique;Validé;Dakar;05/01/2025 10:00;10000.0;Normal
50321;85458321;TR6RSTU7;ATM;Validé;Thiès;10/01/2025 14:00;20000.0;Normal
50785;850578;TR3UVWX4;Paiement en ligne;En attente;Kolda;05/01/2025 11:00;4000.0;Normal
50785;850578;TR8PQRS2;Paiement électronique;Validé;Tambacounda;10/01/2025 13:00;25000.0;Suspect
51234;859999;TR5EFGH7;ATM;Echoué;Matam;05/01/2025 10:00;12000.0;Normal
51234;859999;TR2RSTU3;Paiement électronique;Validé;Rufisque;10/01/2025 16:00;10000.0;Suspect
52369;8542198;TR9CDEF1;Paiement en ligne;Echoué;Sédhiou;05/01/2025 12:00;8000.0;Normal
52369;8542198;TR1OPQR8;ATM;Validé;Kaffrine;10/01/2025 15:00;15000.0;Normal
50321;85458321;TR4JKLO3;Paiement électronique;Validé;Dakar;15/01/2025 10:00;25500.0;Normal
50743;85458321;TR1FGH2E;ATM;Validé;Dakar;05/05/2024 10:30;25000;Normal
50743;85458321;TR8CDV4R;Paiement en ligne;Validé;Thiès;15/05/2024 14:45;12000;Normal
50462;850578;TR3KLP9N;Paiement électronique;Validé;Saint-Louis;20/05/2024 11:15;100000;Suspect
50462;850578;TR2MNH7G;ATM;Echoué;Ziguinchor;25/05/2024 18:00;2000;Suspect
50987;85342111;TR9RST6Y;Paiement électronique;Validé;Fatick;01/06/2024 15:00;90000;Normal
50987;85342111;TR7QWV3I;Paiement en ligne;Validé;Mbour;10/06/2024 17:00;10000;Normal
50139;85893421;TR4XCB2M;Paiement en ligne;En attente;Kédougou;15/06/2024 11:15;20000;Normal
50139;85893421;TR8VFR5K;ATM;Validé;Sédhiou;20/06/2024 12:45;10000;Normal
50512;85123456;TR9PQR7T;ATM;Validé;Diourbel;22/06/2024 09:00;15000;Normal
50743;85458321;TR0AHB8P;Paiement électronique;Validé;Dakar;25/06/2024 14:30;50000;Normal
50462;850578;TR4KMN5Q;ATM;Validé;Thiès;01/07/2024 10:45;15000;Normal
50987;85342111;TR2CVD7S;Paiement électronique;En attente;Saint-Louis;05/07/2024 11:15;120000;Suspect
50139;85893421;TR6LKU3Q;Paiement en ligne;Echoué;Tambacounda;10/07/2024 09:30;25000;Suspect
50512;85123456;TR5MNK3H;Paiement électronique;Validé;Kaolack;12/07/2024 15:30;80000;Normal
50743;85458321;TR8GHN4E;ATM;Echoué;Ziguinchor;15/07/2024 18:00;3000;Suspect
50462;850578;TR1JKB5D;Paiement en ligne;Validé;Kolda;20/07/2024 12:30;15000;Normal
50987;85342111;TR3LPN8W;ATM;En attente;Diourbel;22/07/2024 13:45;4000;Suspect
50139;85893421;TR5RST9G;Paiement électronique;Validé;Fatick;25/07/2024 15:00;120000;Normal
50512;85123456;TR7QWV3J;Paiement en ligne;Validé;Mbour;01/08/2024 17:00;6000;Normal
50743;85458321;TR2EFG6Z;ATM;Echoué;Louga;05/08/2024 10:00;8000;Suspect
50462;850578;TR9NMK4X;Paiement électronique;Validé;Matam;10/08/2024 14:30;90000;Normal
50987;85342111;TR4XCB2N;Paiement en ligne;En attente;Kédougou;12/08/2024 11:15;35000;Suspect
50139;85893421;TR8VFR5L;ATM;Validé;Sédhiou;15/08/2024 12:45;15000;Normal
50512;85123456;TR3GHJ8V;Paiement électronique;Validé;Kaffrine;18/08/2024 16:00;70000;Normal
50743;85458321;TR6LKU3P;Paiement en ligne;Echoué;Tambacounda;20/08/2024 09:30;40000;Suspect
50462;850578;TR9PQR7S;ATM;Validé;Diourbel;22/08/2024 09:00;10000;Normal
50987;85342111;TR5MNK3G;Paiement électronique;En attente;Kaolack;25/08/2024 15:30;80000;Suspect
50139;85893421;TR2CDE4F;Paiement en ligne;Validé;Thiès;01/09/2024 10:45;30000;Normal
50512;85123456;TR8XYZ9H;Paiement électronique;Validé;Dakar;05/09/2024 14:15;150000;Normal
50743;85458321;TR1FGH2E;ATM;Validé;Dakar;10/09/2024 10:30;25000;Normal
50462;850578;TR8CDV4R;Paiement en ligne;Validé;Thiès;12/09/2024 14:45;12000;Normal
50987;85342111;TR3KLP9N;Paiement électronique;Validé;Saint-Louis;15/09/2024 11:15;100000;Normal
50139;85893421;TR2MNH7G;ATM;Echoué;Ziguinchor;20/09/2024 18:00;2000;Suspect
50512;85123456;TR9RST6Y;Paiement électronique;Validé;Fatick;22/09/2024 15:00;90000;Normal
50743;85458321;TR7QWV3I;Paiement en ligne;Validé;Mbour;25/09/2024 17:00;10000;Normal
50462;850578;TR4XCB2M;Paiement en ligne;En attente;Kédougou;01/10/2024 11:15;20000;Normal
50987;85342111;TR8VFR5K;ATM;Validé;Sédhiou;05/10/2024 12:45;10000;Normal
50139;85893421;TR9PQR7T;ATM;Validé;Diourbel;10/10/2024 09:00;15000;Normal
50512;85123456;TR0AHB8P;Paiement électronique;Validé;Dakar;12/10/2024 14:30;50000;Normal
50743;85458321;TR4KMN5Q;ATM;Validé;Thiès;15/10/2024 10:45;15000;Normal
50462;850578;TR2CVD7S;Paiement électronique;En attente;Saint-Louis;20/10/2024 11:15;120000;Suspect
50987;85342111;TR6LKU3Q;Paiement en ligne;Echoué;Tambacounda;22/10/2024 09:30;25000;Suspect
50139;85893421;TR5MNK3H;Paiement électronique;Validé;Kaolack;25/10/2024 15:30;80000;Normal
50512;85123456;TR8GHN4E;ATM;Echoué;Ziguinchor;01/11/2024 18:00;3000;Suspect
50743;85458321;TR1JKB5D;Paiement en ligne;Validé;Kolda;05/11/2024 12:30;15000;Normal
50462;850578;TR3LPN8W;ATM;En attente;Diourbel;10/11/2024 13:45;4000;Suspect
50987;85342111;TR5RST9G;Paiement électronique;Validé;Fatick;12/11/2024 15:00;120000;Normal
50139;85893421;TR7QWV3J;Paiement en ligne;Validé;Mbour;15/11/2024 17:00;6000;Normal
50512;85123456;TR2EFG6Z;ATM;Echoué;Louga;20/11/2024 10:00;8000;Suspect
50743;85458321;TR9NMK4X;Paiement électronique;Validé;Matam;22/11/2024 14:30;90000;Normal
50462;850578;TR4XCB2N;Paiement en ligne;En attente;Kédougou;25/11/2024 11:15;35000;Normal
50987;85342111;TR8VFR5L;ATM;Validé;Sédhiou;01/12/2024 12:45;15000;Normal
50139;85893421;TR3GHJ8V;Paiement électronique;Validé;Kaffrine;05/12/2024 16:00;70000;Normal
50512;85123456;TR6LKU3P;Paiement en ligne;Echoué;Tambacounda;10/12/2024 09:30;40000;Suspect
50743;85458321;TR9PQR7S;ATM;Validé;Diourbel;12/12/2024 09:00;10000;Normal
50462;850578;TR5MNK3G;Paiement électronique;En attente;Kaolack;15/12/2024 15:30;80000;Suspect
50987;85342111;TR2CDE4F;Paiement en ligne;Validé;Thiès;20/12/2024 10:45;30000;Normal
50139;85893421;TR8XYZ9H;Paiement électronique;Validé;Dakar;22/12/2024 14:15;150000;Normal
50512;85123456;TR1FGH2E;ATM;Validé;Dakar;25/12/2024 10:30;25000;Normal
50987;85342111;TR9RST6Y;Paiement électronique;Validé;Fatick;01/05/2024 15:00;90000;Normal
50139;85893421;TR7QWV3I;Paiement en ligne;Validé;Mbour;05/05/2024 17:00;10000;Normal
50512;85123456;TR4XCB2M;Paiement en ligne;En attente;Kédougou;10/05/2024 11:15;20000;Normal
50743;85458321;TR8VFR5K;ATM;Validé;Sédhiou;12/05/2024 12:45;10000;Normal
50462;850578;TR9PQR7T;ATM;Validé;Diourbel;15/05/2024 09:00;15000;Normal
50987;85342111;TR0AHB8P;Paiement électronique;Validé;Dakar;20/05/2024 14:30;50000;Normal
50139;85893421;TR4KMN5Q;ATM;Validé;Thiès;22/05/2024 10:45;15000;Normal
50512;85123456;TR2CVD7S;Paiement électronique;En attente;Saint-Louis;25/05/2024 11:15;120000;Suspect
50743;85458321;TR6LKU3Q;Paiement en ligne;Echoué;Tambacounda;01/06/2024 09:30;25000;Suspect
50462;850578;TR5MNK3H;Paiement électronique;Validé;Kaolack;05/06/2024 15:30;80000;Normal
50987;85342111;TR8GHN4E;ATM;Echoué;Ziguinchor;10/06/2024 18:00;3000;Suspect
50139;85893421;TR1JKB5D;Paiement en ligne;Validé;Kolda;12/06/2024 12:30;15000;Normal
50512;85123456;TR3LPN8W;ATM;En attente;Diourbel;15/06/2024 13:45;4000;Suspect
50743;85458321;TR5RST9G;Paiement électronique;Validé;Fatick;20/06/2024 15:00;120000;Normal
50462;850578;TR7QWV3J;Paiement en ligne;Validé;Mbour;22/06/2024 17:00;6000;Normal
50987;85342111;TR2EFG6Z;ATM;Echoué;Louga;25/06/2024 10:00;8000;Suspect
50139;85893421;TR9NMK4X;Paiement électronique;Validé;Matam;01/07/2024 14:30;90000;Normal
50512;85123456;TR4XCB2N;Paiement en ligne;En attente;Kédougou;05/07/2024 11:15;35000;Normal
50743;85458321;TR8VFR5L;ATM;Validé;Sédhiou;10/07/2024 12:45;15000;Normal
50462;850578;TR3GHJ8V;Paiement électronique;Validé;Kaffrine;12/07/2024 16:00;70000;Normal
50987;85342111;TR6LKU3P;Paiement en ligne;Echoué;Tambacounda;15/07/2024 09:30;40000;Suspect
50139;85893421;TR9PQR7S;ATM;Validé;Diourbel;20/07/2024 09:00;10000;Normal
50512;85123456;TR5MNK3G;Paiement électronique;En attente;Kaolack;22/07/2024 15:30;80000;Suspect
50743;85458321;TR2CDE4F;Paiement en ligne;Validé;Thiès;25/07/2024 10:45;30000;Normal
50462;850578;TR8XYZ9H;Paiement électronique;Validé;Dakar;01/08/2024 14:15;150000;Normal
50987;85342111;TR1FGH2E;ATM;Validé;Dakar;05/08/2024 10:30;25000;Normal
50139;85893421;TR8CDV4R;Paiement en ligne;Validé;Thiès;10/08/2024 14:45;12000;Normal
50512;85123456;TR3KLP9N;Paiement électronique;Validé;Saint-Louis;12/08/2024 11:15;100000;Normal
50743;85458321;TR2MNH7G;ATM;Echoué;Ziguinchor;15/08/2024 18:00;2000;Suspect
50462;850578;TR9RST6Y;Paiement électronique;Validé;Fatick;20/08/2024 15:00;90000;Normal
50987;85342111;TR7QWV3I;Paiement en ligne;Validé;Mbour;22/08/2024 17:00;10000;Normal
50139;85893421;TR4XCB2M;Paiement en ligne;En attente;Kédougou;25/08/2024 11:15;20000;Normal
50512;85123456;TR8VFR5K;ATM;Validé;Sédhiou;01/09/2024 12:45;10000;Normal
50743;85458321;TR9PQR7T;ATM;Validé;Diourbel;05/09/2024 09:00;15000;Normal
50462;850578;TR0AHB8P;Paiement électronique;Validé;Dakar;10/09/2024 14:30;50000;Normal
50987;85342111;TR4KMN5Q;ATM;Validé;Thiès;12/09/2024 10:45;15000;Normal
50139;85893421;TR2CVD7S;Paiement électronique;En attente;Saint-Louis;15/09/2024 11:15;120000;Suspect
50512;85123456;TR6LKU3Q;Paiement en ligne;Echoué;Tambacounda;20/09/2024 09:30;25000;Suspect
50743;85458321;TR5MNK3H;Paiement électronique;Validé;Kaolack;22/09/2024 15:30;80000;Normal
50462;850578;TR8GHN4E;ATM;Echoué;Ziguinchor;25/09/2024 18:00;3000;Suspect
50987;85342111;TR1JKB5D;Paiement en ligne;Validé;Kolda;01/10/2024 12:30;15000;Normal
50139;85893421;TR3LPN8W;ATM;En attente;Diourbel;05/10/2024 13:45;4000;Suspect
50512;85123456;TR5RST9G;Paiement électronique;Validé;Fatick;10/10/2024 15:00;120000;Normal
50743;85458321;TR7QWV3J;Paiement en ligne;Validé;Mbour;12/10/2024 17:00;6000;Normal
50462;850578;TR2EFG6Z;ATM;Echoué;Louga;15/10/2024 10:00;8000;Suspect
50987;85342111;TR9NMK4X;Paiement électronique;Validé;Matam;20/10/2024 14:30;90000;Normal
50139;85893421;TR4XCB2N;Paiement en ligne;En attente;Kédougou;22/10/2024 11:15;35000;Normal
50512;85123456;TR8VFR5L;ATM;Validé;Sédhiou;25/10/2024 12:45;15000;Normal
50743;85458321;TR3GHJ8V;Paiement électronique;Validé;Kaffrine;01/11/2024 16:00;70000;Normal
50462;850578;TR6LKU3P;Paiement en ligne;Echoué;Tambacounda;05/11/2024 09:30;40000;Suspect
50987;85342111;TR9PQR7S;ATM;Validé;Diourbel;10/11/2024 09:00;10000;Normal
50139;85893421;TR5MNK3G;Paiement électronique;En attente;Kaolack;12/11/2024 15:30;8000;Normal
546;85654.0;TR108/00146;Paiement en ligne;Validé;Thiès;31/06/2024 13:00;800000.0;Normal
508;85058.0;TR2/00510050;Paiement électronique;Validé;Thiès;09/25/2024 16:30;110000.0;Fraude
507;85705.0;TR2/00510049;ATM;Echoué;Dakar;09/20/2024 10:00;4000.0;Suspect
508;85058.0;TR2/00510048;Paiement en ligne;Validé;Diourbel;09/15/2024 13:45;100000.0;Fraude
508;85058.0;TR2/00510044;Paiement électronique;Echoué;Saint Louis;08/25/2024 09:45;70000.0;Fraude
507;85705.0;TR2/00510043;ATM;Validé;Thiès;08/20/2024 12:00;2000.0;Suspect
508;85058.0;TR2/00510042;Paiement en ligne;Validé;Dakar;08/15/2024 14:30;65000.0;Suspect
508;85058.0;TR2/00510038;Paiement électronique;Validé;Ziguinchor;07/25/2024 09:30;35000.0;Normal
